customer_id,country,city,address,phone,email,first_name,last_name,gender,birth_date,registration_date,contact_information,order_id,order_date,total,order_line_id,product_id,price,quantity,category,product_name,price,volume_ml
46,Germany,Aachen,Walserweg 21,0241-039123,svenottlieb@gmail.com,Sven,Ottlieb,M,1991-05-17,2020-01-19,46,163,2021-06-09 7:34:32,11730.00,614,2,425.00,8.00,Artificial molecules,VETIKON,425.00,5.0
48,Germany,Brandenburg,Maubelstr. 90,0555-09876,philipcramer@gmail.com,Philip,Cramer,M,2004-09-16,2020-04-15,48,174,2022-06-05 10:09:51,9390.00,649,2,425.00,4.00,Artificial molecules,VETIKON,425.00,5.0
59,USA,Portland,89 Chiaroscuro Rd.,(503) 555-9573,franwilson@gmail.com,Fran,Wilson,M,2001-11-21,2023-05-11,59,202,2022-05-18 20:02:04,13165.00,728,2,425.00,10.00,Artificial molecules,VETIKON,425.00,5.0
60,USA,Anchorage,2743 Bering St.,(907) 555-7584,renephillips@gmail.com,Rene,Phillips,M,2001-09-29,2023-06-01,60,208,2023-01-24 6:00:32,12150.00,743,2,425.00,10.00,Artificial molecules,VETIKON,425.00,5.0
61,USA,Albuquerque,2817 Milton Dr.,(505) 555-5939,paulawilson@gmail.com,Paula,Wilson,F,2003-05-30,2020-06-17,61,209,2021-09-14 10:32:05,14605.00,747,2,425.00,2.00,Artificial molecules,VETIKON,425.00,5.0
72,Russia,Saint Petersburg,Peter the Great Street 9,79123471955,polinam@mail.ru,Melnik,Polina,F,2002-01-23,2023-05-02,72,244,2023-06-26 23:28:50,18760.00,840,2,425.00,14.00,Artificial molecules,VETIKON,425.00,5.0
82,Russia,Moscow,Chistoprudnensky Boulevard 4d,79282319287,d_privalova2000@gmail.com,Privalova,Daria,F,1989-01-20,2020-01-17,82,270,2022-01-28 19:31:10,19310.00,915,2,425.00,15.00,Artificial molecules,VETIKON,425.00,5.0
87,Russia,Saint Petersburg,"St. Yesenina 17, apt. 29",79175199721,solntsevzenite@yandex.ru,Solntsev,Sergei,M,1999-02-12,2020-05-11,87,298,2020-09-14 2:32:16,20480.00,993,2,425.00,13.00,Artificial molecules,VETIKON,425.00,5.0
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,13,2020-05-11 12:38:44,20770.00,52,3,495.00,12.00,Artificial molecules,CASSIFFIX,495.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,16,2021-12-11 15:31:50,14430.00,75,3,495.00,8.00,Artificial molecules,CASSIFFIX,495.00,2.5
5,Brazil,Sao Paulo,"Rua Or?s, 92",(11) 555-9857,ariacruz@yahoo.com,Aria,Cruz,F,1991-05-21,2023-08-17,5,38,2022-09-09 14:19:42,18315.00,189,3,495.00,6.00,Artificial molecules,CASSIFFIX,495.00,2.5
10,Brazil,Rio de Janeiro,"Av. Copacabana, 267",(21) 555-3412,janetelimeira@earthlink.com,Janete,Limeira,F,2001-02-21,2021-11-04,10,51,2023-01-06 4:47:21,48155.00,228,3,495.00,3.00,Artificial molecules,CASSIFFIX,495.00,2.5
12,Canada,Vancouver,1900 Oak St.,(604) 555-3392,yoshitannamuri@gmail.com,Yoshi,Tannamuri,M,1993-09-11,2021-08-17,12,55,2023-10-05 3:55:27,18555.00,243,3,495.00,6.00,Artificial molecules,CASSIFFIX,495.00,2.5
12,Canada,Vancouver,1900 Oak St.,(604) 555-3392,yoshitannamuri@gmail.com,Yoshi,Tannamuri,M,1993-09-11,2021-08-17,12,58,2021-10-31 2:08:41,22840.00,254,3,495.00,1.00,Artificial molecules,CASSIFFIX,495.00,2.5
15,Mexico,M?xico D.F.,Mataderos 2312,(5) 555-3932,antoniomoreno@gmail.com,Antonio,Moreno,M,1997-02-10,2021-07-15,15,69,2023-03-06 4:11:02,30305.00,289,3,495.00,15.00,Artificial_molecules,CASSIFFIX,495.00,2.5
23,Spain,Barcelona,"Rambla de Catalu?a, 23",(93) 203 4560,eduardosaavedra@gmail.com,Eduardo,Saavedra,M,1985-10-30,2021-04-18,23,94,2023-10-14 0:57:10,27170.00,385,3,495.00,8.00,Artificial molecules,CASSIFFIX,495.00,2.5
30,UK,Cowes,Garden House Crowther Way,(198) 555-8888,helenbennett@gmail.com,Helen,Bennett,F,1986-12-30,2021-07-15,30,114,2021-03-07 1:46:57,12915.00,464,3,495.00,5.00,Artificial molecules,CASSIFFIX,495.00,2.5
32,UK,London,90 Wadhurst Rd.,(171) 555-1717,harikumar@gmail.com,Hari,Kumar,M,2005-07-17,2020-02-12,32,119,2022-12-07 15:07:10,15340.00,480,3,495.00,12.00,Artificial molecules,CASSIFFIX,495.00,2.5
38,France,Versailles,"67, avenue de l'Europe",30.59.84.10,danieltonini@gmail.com,Daniel,Tonini,M,2001-08-03,2020-01-15,38,132,2022-11-18 11:09:13,10535.00,525,3,495.00,2.00,Artificial molecules,CASSIFFIX,495.00,2.5
42,France,Lyon,"2, rue du Commerce",78.32.54.86,marysaveley@earthlink.com,Mary,Saveley,F,1999-03-16,2020-02-13,42,146,2022-01-15 16:13:57,35215.00,563,3,495.00,7.00,Artificial molecules,CASSIFFIX,495.00,2.5
43,France,Reims,59 rue de l'Abbaye,26.47.15.10,paulhenriot@gmail.com,Paul,Henriot,M,1995-10-24,2020-04-19,43,151,2023-07-19 22:30:30,10245.00,579,3,495.00,8.00,Artificial molecules,CASSIFFIX,495.00,2.5
45,Germany,Mannheim,Forsterstr. 57,0621-08460,hannamoos@gmail.com,Hanna,Moos,F,1999-01-13,2020-01-14,45,158,2021-04-04 11:51:51,16260.00,601,3,495.00,1.00,Artificial molecules,CASSIFFIX,495.00,2.5
53,Germany,M?nster,Luisenstr. 48,0251-031259,karinjosephs@gmail.com,Karin,Josephs,F,1991-03-15,2022-07-10,53,188,2023-05-03 0:37:38,26015.00,689,3,495.00,3.00,Artificial molecules,CASSIFFIX,495.00,2.5
55,USA,Eugene,2732 Baker Blvd.,(503) 555-7555,howardsnyder@gmail.com,Howard,Snyder,M,2004-11-17,2020-01-17,55,195,2021-09-17 4:05:31,44935.00,714,3,495.00,1.00,Artificial molecules,CASSIFFIX,495.00,2.5
64,USA,Portland,89 Jefferson Way Suite 2,(503) 555-3612,liznixon@gmail.com,Liz,Nixon,F,2000-08-12,2022-11-15,64,217,2023-03-01 14:47:57,8925.00,766,3,495.00,5.00,Artificial molecules,CASSIFFIX,495.00,2.5
66,USA,Kirkland,722 DaVinci Blvd.,(206) 555-8257,helvetiusnagy@gmail.com,Helvetius,Nagy,M,2001-05-29,2023-01-06,66,222,2023-07-27 23:08:23,2970.00,779,3,495.00,6.00,Artificial molecules,CASSIFFIX,495.00,2.5
70,Russia,Moscow,st. Bunin Alley 17 kv.35,79888331036,gomonovas@yandex.ru,Gomonova,Sofia,F,2001-04-12,2020-08-19,70,236,2023-05-23 16:26:43,12240.00,813,3,495.00,12.00,Artificial molecules,CASSIFFIX,495.00,2.5
85,Russia,Saint Petersburg,"St. Pobeda 19, apt. 92",79854280929,lobovaaaa@yandex.ru,Lobova,Alena,F,2002-10-10,2023-04-19,85,287,2023-07-28 2:20:35,26565.00,960,3,495.00,4.00,Artificial molecules,CASSIFFIX,495.00,2.5
17,Mexico,M?xico D.F.,Calle Dr. Jorge Cash 321,(5) 552-3745,guillermofernandez@earthlink.com,Guillermo,Fernandez,M,2003-04-04,2020-01-05,17,8,2020-01-06 20:22:40,2390.00,24,4,395.00,3.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,20,2023-04-02 13:10:52,45030.00,106,4,395.00,5.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
3,Argentina,Buenos Aires,Av. del Libertador 900,(1) 123-5555,sergiogutierrez@yahoo.com,Sergio,Gutierrez,M,1999-01-18,2020-08-17,3,30,2020-07-30 22:47:09,7270.00,159,4,395.00,9.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
5,Brazil,Sao Paulo,"Rua Or?s, 92",(11) 555-9857,ariacruz@yahoo.com,Aria,Cruz,F,1991-05-21,2023-08-17,5,39,2022-05-11 0:35:38,26495.00,191,4,395.00,9.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
12,Canada,Vancouver,1900 Oak St.,(604) 555-3392,yoshitannamuri@gmail.com,Yoshi,Tannamuri,M,1993-09-11,2021-08-17,12,58,2021-10-31 2:08:41,22840.00,253,4,395.00,6.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
15,Mexico,M?xico D.F.,Mataderos 2312,(5) 555-3932,antoniomoreno@gmail.com,Antonio,Moreno,M,1997-02-10,2021-07-15,15,68,2023-04-05 10:57:01,395.00,285,4,395.00,1.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
16,Mexico,M?xico D.F.,Sierras de Granada 9993,(5) 555-3392,franciscochang@earthlink.com,Francisco,Chang,M,2001-08-14,2022-08-11,16,73,2021-10-24 14:43:25,44655.00,301,4,395.00,14.00,Artificial_molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
18,Italy,Torino,Via Monte Bianco 34,011-4988260,paoloaccorti@outlook.com,Paolo,Accorti,M,2005-04-15,2023-07-17,18,79,2023-09-28 4:42:00,18685.00,329,4,395.00,8.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
25,Spain,Madrid,"Gran V?a, 1",(91) 745 6200,alejandracamino@yahoo.com,Alejandra,Camino,F,2000-06-17,2022-09-03,25,103,2022-06-06 19:51:56,24370.00,414,4,395.00,5.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
30,UK,Cowes,Garden House Crowther Way,(198) 555-8888,helenbennett@gmail.com,Helen,Bennett,F,1986-12-30,2021-07-15,30,116,2022-03-07 0:05:59,5920.00,472,4,395.00,14.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
40,France,Paris,"265, boulevard Charonne",(1) 42.34.22.66,mariebertrand@earthlink.com,Marie,Bertrand,F,2003-12-17,2021-02-14,40,135,2023-11-15 13:10:21,14165.00,529,4,395.00,7.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
41,France,Paris,"25, rue Lauriston",(1) 47.55.60.10,dominiqueperrier@yahoo.com,Dominique,Perrier,M,2000-06-16,2020-02-11,41,138,2022-05-09 12:30:10,15610.00,542,4,395.00,13.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
43,France,Reims,59 rue de l'Abbaye,26.47.15.10,paulhenriot@gmail.com,Paul,Henriot,M,1995-10-24,2020-04-19,43,148,2022-01-25 8:23:07,4345.00,568,4,395.00,11.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
44,Germany,Berlin,Obere Str. 57,030-0074321,mariaanders@gmail.com,Maria,Anders,F,1997-11-08,2020-01-02,44,155,2021-08-31 12:53:22,5135.00,588,4,395.00,13.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
48,Germany,Brandenburg,Maubelstr. 90,0555-09876,philipcramer@gmail.com,Philip,Cramer,M,2004-09-16,2020-04-15,48,170,2021-02-08 1:49:30,8805.00,634,4,395.00,9.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
51,Germany,K?ln,Mehrheimerstr. 369,0221-0644327,henriettepfalzheim@gmail.com,Henriette,Pfalzheim,M,1992-12-15,2020-12-10,51,182,2023-08-30 6:42:22,2765.00,671,4,395.00,7.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
55,USA,Eugene,2732 Baker Blvd.,(503) 555-7555,howardsnyder@gmail.com,Howard,Snyder,M,2004-11-17,2020-01-17,55,193,2021-11-05 13:34:04,13205.00,707,4,395.00,10.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
58,USA,San Francisco,87 Polk St. Suite 5,(415) 555-5938,jaimeyorres@gmail.com,Jaime,Yorres,M,2005-01-23,2022-07-14,58,201,2023-05-12 18:53:43,8395.00,723,4,395.00,14.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
60,USA,Anchorage,2743 Bering St.,(907) 555-7584,renephillips@gmail.com,Rene,Phillips,M,2001-09-29,2023-06-01,60,206,2021-02-26 0:26:33,11710.00,736,4,395.00,3.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
64,USA,Portland,89 Jefferson Way Suite 2,(503) 555-3612,liznixon@gmail.com,Liz,Nixon,F,2000-08-12,2022-11-15,64,215,2023-05-23 17:20:06,21855.00,761,4,395.00,9.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
69,Russia,Moscow,st. Pushkinsky Boulevard 20a,79035770250,fmosin@mail.ru,Mosin,Fedor,M,2000-09-11,2020-01-16,69,231,2021-08-17 1:15:43,2170.00,802,4,395.00,1.00,Artificial_molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
84,Russia,Saint Petersburg,St. Ozernaya 6,79876655320,a.kamchatkina@yandex.ru,Kamchatkina,Anastasia,F,1998-07-15,2022-12-25,84,274,2023-08-05 16:04:26,8390.00,922,4,395.00,11.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
84,Russia,Saint Petersburg,St. Ozernaya 6,79876655320,a.kamchatkina@yandex.ru,Kamchatkina,Anastasia,F,1998-07-15,2022-12-25,84,276,2023-11-14 10:58:58,18185.00,929,4,395.00,11.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
84,Russia,Saint Petersburg,St. Ozernaya 6,79876655320,a.kamchatkina@yandex.ru,Kamchatkina,Anastasia,F,1998-07-15,2022-12-25,84,281,2023-10-03 13:23:52,20925.00,943,4,395.00,14.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
87,Russia,Saint Petersburg,"St. Yesenina 17, apt. 29",79175199721,solntsevzenite@yandex.ru,Solntsev,Sergei,M,1999-02-12,2020-05-11,87,298,2020-09-14 2:32:16,20480.00,989,4,395.00,10.00,Artificial molecules,APPLE OLIFFAC 0407 (IFF),395.00,5.0
17,Mexico,M?xico D.F.,Calle Dr. Jorge Cash 321,(5) 552-3745,guillermofernandez@earthlink.com,Guillermo,Fernandez,M,2003-04-04,2020-01-05,17,10,2022-04-30 19:28:40,5155.00,33,5,450.00,2.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
7,Brazil,Rio de Janeiro,"Rua do Pa?o, 67",(21) 555-0091,mariopontes@gmail.com,Mario,Pontes,M,1997-11-24,2021-09-23,7,46,2023-02-02 16:47:18,5425.00,212,5,450.00,8.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
14,Mexico,M?xico D.F.,Avda. de la Constituci?n 2222,(5) 555-4729,anatrujillo@gmail.com,Ana,Trujillo,F,1988-11-19,2020-02-20,14,65,2023-09-15 15:59:50,20150.00,276,5,450.00,12.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
33,France,Strasbourg,"24, place Kl?ber",88.60.15.31,frederiqueciteaux@gmail.com,Frederique,Citeaux,F,2004-03-20,2020-07-08,33,121,2020-01-22 10:54:01,13615.00,488,5,450.00,4.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
36,France,Lille,"184, chauss?e de Tournai",20.16.10.16,martinerance@gmail.com,Martine,Rance,M,1999-09-14,2021-08-07,36,127,2023-07-18 7:11:26,17235.00,506,5,450.00,3.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
75,Russia,Ekaterinburg,St. Moroznaya 14,79881582261,anin.m@yandex.ru,Anin,Michail,M,2001-02-02,2020-01-17,75,253,2020-01-19 12:45:59,10070.00,864,5,450.00,8.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
77,Russia,Ekaterinburg,Mira Avenue 25,79991382998,i.komarov@mail.ru,Komarov,Igor,M,2002-01-23,2020-04-11,77,258,2020-09-01 12:40:20,15720.00,882,5,450.00,12.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
81,Russia,Moscow,"St. Vodny stadium 15, building 4, apt. 20",79229376544,d.fedorov@yandex.ru,Fedorov,Dmitry,M,1995-07-12,2021-02-19,81,264,2023-06-19 19:46:41,17645.00,893,5,450.00,5.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
81,Russia,Moscow,"St. Vodny stadium 15, building 4, apt. 20",79229376544,d.fedorov@yandex.ru,Fedorov,Dmitry,M,1995-07-12,2021-02-19,81,266,2021-10-06 7:52:18,13070.00,900,5,450.00,7.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
84,Russia,Saint Petersburg,St. Ozernaya 6,79876655320,a.kamchatkina@yandex.ru,Kamchatkina,Anastasia,F,1998-07-15,2022-12-25,84,277,2023-11-06 18:38:25,6750.00,932,5,450.00,15.00,Artificial molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
85,Russia,Saint Petersburg,"St. Pobeda 19, apt. 92",79854280929,lobovaaaa@yandex.ru,Lobova,Alena,F,2002-10-10,2023-04-19,85,285,2023-05-22 7:20:57,9600.00,953,5,450.00,10.00,Artificial_Molecules,CARAMEL ACETATE 600104 (SYMRISE),450.00,2.5
5,Brazil,Sao Paulo,"Rua Or?s, 92",(11) 555-9857,ariacruz@yahoo.com,Aria,Cruz,F,1991-05-21,2023-08-17,5,40,2022-10-12 18:58:47,10100.00,197,6,385.00,9.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
18,Italy,Torino,Via Monte Bianco 34,011-4988260,paoloaccorti@outlook.com,Paolo,Accorti,M,2005-04-15,2023-07-17,18,79,2023-09-28 4:42:00,18685.00,326,6,385.00,5.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
18,Italy,Torino,Via Monte Bianco 34,011-4988260,paoloaccorti@outlook.com,Paolo,Accorti,M,2005-04-15,2023-07-17,18,79,2023-09-28 4:42:00,18685.00,327,6,385.00,6.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
29,UK,London,35 King George,(171) 555-0297,anndevon@gmail.com,Ann,Devon,F,1985-01-14,2021-11-10,29,110,2021-05-31 15:05:41,33815.00,447,6,385.00,10.00,Artificial Molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
30,UK,Cowes,Garden House Crowther Way,(198) 555-8888,helenbennett@gmail.com,Helen,Bennett,F,1986-12-30,2021-07-15,30,112,2021-12-06 15:59:39,2695.00,455,6,385.00,2.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
31,UK,London,South House 300 Queensbridge,(171) 555-7733,simoncrowther@yahoo.com,Simon,Crowther,M,1995-05-16,2020-03-01,31,117,2020-06-10 5:23:24,12135.00,475,6,385.00,3.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
42,France,Lyon,"2, rue du Commerce",78.32.54.86,marysaveley@earthlink.com,Mary,Saveley,F,1999-03-16,2020-02-13,42,144,2021-10-28 19:42:29,17045.00,560,6,385.00,2.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
45,Germany,Mannheim,Forsterstr. 57,0621-08460,hannamoos@gmail.com,Hanna,Moos,F,1999-01-13,2020-01-14,45,158,2021-04-04 11:51:51,16260.00,600,6,385.00,11.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
50,Germany,Leipzig,Heerstr. 22,0342-023176,alexanderfeuer@gmail.com,Alexander,Feuer,M,1992-07-18,2021-02-16,50,179,2023-03-10 15:50:36,18010.00,665,6,385.00,8.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
60,USA,Anchorage,2743 Bering St.,(907) 555-7584,renephillips@gmail.com,Rene,Phillips,M,2001-09-29,2023-06-01,60,206,2021-02-26 0:26:33,11710.00,737,6,385.00,10.00,Artificial molecules,WHITE OAK 1194 BASE PFW,385.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,19,2023-01-25 12:52:46,28445.00,105,7,450.00,4.00,Artificial molecules,ICE 7833 BASE PFW,450.00,2.5
1,Argentina,Buenos Aires,Cerrito 333,(1) 135-5555,patriciosimpson@gmail.com,Patricio,Simpson,M,2001-10-24,2020-10-14,1,23,2021-10-30 21:32:42,17540.00,136,7,450.00,11.00,Artificial molecules,ICE 7833 BASE PFW,450.00,2.5
13,Canada,Montr?al,43 rue St. Laurent,(514) 555-8054,jeanfresniere@gmail.com,Jean,Fresniere,F,1994-09-17,2021-05-10,13,63,2021-11-25 6:02:48,28810.00,266,7,450.00,7.00,Artificial molecules,ICE 7833 BASE PFW,450.00,2.5
31,UK,London,South House 300 Queensbridge,(171) 555-7733,simoncrowther@yahoo.com,Simon,Crowther,M,1995-05-16,2020-03-01,31,118,2023-07-07 3:59:13,21345.00,478,7,450.00,1.00,Artificial molecules,ICE 7833 BASE PFW,450.00,2.5
